unigram,repetation,polarity,sentiment
flash,1,0.0,neutral
jammu,1,0.0,neutral
kashmir,1,0.0,neutral
ac,1,0.0,neutral
ze,1,0.0,neutral
outbreak,1,0.0,neutral
primarily,1,0.4,positive
staffers,1,0.0,neutral
sickened,1,0.0,neutral
yesterday,1,0.0,neutral
margery,1,0.0,neutral
newman,1,0.0,neutral
govcon,1,0.0,neutral
giants,1,0.0,neutral
podcast,1,0.0,neutral
discuss,1,0.0,neutral
construction,1,0.0,neutral
contract,1,0.0,neutral
clauses,1,0.0,neutral
min,1,0.0,neutral
resses,1,0.0,neutral
concerns,1,0.0,neutral
tea,1,0.0,neutral
glowing,1,0.0,neutral
oily,1,0.0,neutral
dry,1,-0.06666666666666665,negative
types,1,0.0,neutral
sanetisers,1,0.0,neutral
disinfectings,1,0.0,neutral
cyclolsavam,1,0.0,neutral
bicycle,1,0.0,neutral
aimed,1,0.0,neutral
bre,1,0.0,neutral
psa,1,0.0,neutral
pressure,1,0.0,neutral
adsorption,1,0.0,neutral
comm,1,0.0,neutral
myth,1,0.0,neutral
govts,1,0.0,neutral
mps,1,0.0,neutral
mlas,1,0.0,neutral
jobs,1,0.0,neutral
impacting,1,0.0,neutral
electric,1,0.0,neutral
scooter,1,0.0,neutral
motorcycle,1,0.0,neutral
nview,1,0.0,neutral
detail,1,0.0,neutral
toc,1,0.0,neutral
advisers,1,0.0,neutral
recommend,1,0.0,neutral
pfizer,1,0.0,neutral
p,1,0.0,neutral
l,1,0.0,neutral
nofcourse,1,0.0,neutral
calls,1,0.0,neutral
investigation,1,0.0,neutral
menstrual,1,0.0,neutral
mensturalchanges,1,0.0,neutral
process,1,0.0,neutral
parallel,1,0.0,neutral
celebration,1,0.0,neutral
hatighuli,1,0.0,neutral
spec,1,0.0,neutral
click,1,0.0,neutral
episode,1,0.0,neutral
bsmorningshow,1,0.0,neutral
nprime,1,0.0,neutral
interacts,1,0.0,neutral
vaccinatio,1,0.0,neutral
surya,1,0.0,neutral
fine,1,0.4166666666666667,positive
nomask,1,0.0,neutral
functions,1,0.0,neutral
fo,1,0.0,neutral
curative,1,0.0,neutral
treatments,1,0.0,neutral
countering,1,0.0,neutral
logical,1,0.25,positive
tn,1,0.0,neutral
chen,1,0.0,neutral
rajesh,1,0.0,neutral
bhushan,1,0.0,neutral
percent,1,0.0,neutral
boys,1,0.0,neutral
blue,1,0.0,neutral
salute,1,0.0,neutral
frontline,1,0.0,neutral
supporting,1,0.25,positive
ncheer,1,0.0,neutral
tweet,1,0.0,neutral
ttbs,1,0.0,neutral
offered,1,0.0,neutral
fle,1,0.0,neutral
ble,1,0.0,neutral
solution,1,0.0,neutral
worry,1,0.0,neutral
production,1,0.0,neutral
mile,1,0.0,neutral
connectivity,1,0.0,neutral
enable,1,0.0,neutral
depending,1,0.0,neutral
worn,1,0.0,neutral
maintained,1,0.0,neutral
easily,1,0.43333333333333335,positive
shits,1,0.0,neutral
pers,1,0.0,neutral
create,1,0.0,neutral
almost,1,0.0,neutral
toppcell,1,0.0,neutral
interactive,1,0.0,neutral
singlecell,1,0.0,neutral
immune,1,0.0,neutral
signature,1,0.0,neutral
atlas,1,0.0,neutral
nlearn,1,0.0,neutral
phenomenal,1,0.5,positive
lot,1,0.0,neutral
traveller,1,0.0,neutral
fly,1,0.8,positive
open,1,0.0,neutral
accep,1,0.0,neutral
families,1,0.0,neutral
scratching,1,0.0,neutral
unsungheroes,1,0.0,neutral
aasha,1,0.0,neutral
comi,1,0.0,neutral
singaporegp,1,0.0,neutral
highest,1,0.0,neutral
april,1,0.0,neutral
half,1,-0.16666666666666666,negative
paying,1,0.0,neutral
funeral,1,0.0,neutral
john,1,0.0,neutral
looney,1,0.0,neutral
blows,1,0.0,neutral
whistle,1,0.0,neutral
engaging,1,0.4,positive
selective,1,0.0,neutral
category,1,0.0,neutral
va,1,0.0,neutral
army,1,0.0,neutral
org,1,0.0,neutral
patrols,1,0.0,neutral
flung,1,0.0,neutral
areas,1,0.0,neutral
mandhar,1,0.0,neutral
distributed,1,0.0,neutral
kit,1,0.0,neutral
helping,1,0.0,neutral
spark,1,0.0,neutral
conversations,1,0.0,neutral
ended,1,0.0,neutral
partial,1,-0.1,negative
aizawl,1,0.0,neutral
certain,1,0.21428571428571427,positive
parts,1,0.0,neutral
nweak,1,0.0,neutral
wearmask,1,0.0,neutral
washhands,1,0.0,neutral
usesenitizer,1,0.0,neutral
justice,1,0.0,neutral
hc,1,0.0,neutral
restricts,1,0.0,neutral
entry,1,0.0,neutral
view,1,0.0,neutral
law,1,0.0,neutral
indiafightcorona,1,0.0,neutral
ensure,1,0.0,neutral
contain,1,0.0,neutral
nbe,1,0.0,neutral
celebrates,1,0.0,neutral
enthusiasm,1,0.0,neutral
indi,1,0.0,neutral
tackle,1,0.0,neutral
communities,1,0.0,neutral
thes,1,0.0,neutral
narendramodibirthday,1,0.0,neutral
facebook,1,0.0,neutral
tiktok,1,0.0,neutral
christinegrady,1,0.0,neutral
wife,1,0.0,neutral
advisor,1,0.0,neutral
tribute,1,0.0,neutral
gift,1,0.0,neutral
realise,1,0.0,neutral
sabanaqvi,1,0.0,neutral
lines,1,0.0,neutral
immuni,1,0.0,neutral
revelation,1,0.0,neutral
cfor,1,0.0,neutral
merchants,1,0.0,neutral
men,1,0.0,neutral
sorceries,1,0.0,neutral
deceiv,1,0.0,neutral
beggars,1,0.0,neutral
signals,1,0.0,neutral
junction,1,0.0,neutral
smartcity,1,0.0,neutral
georgia,1,0.0,neutral
remained,1,0.0,neutral
protected,1,0.0,neutral
direct,1,0.1,positive
indirec,1,0.0,neutral
fortunate,1,0.4,positive
generous,1,0.0,neutral
nthis,1,0.0,neutral
tha,1,0.0,neutral
novel,1,0.0,neutral
pregnantwoman,1,0.0,neutral
anaemia,1,0.0,neutral
tuberculosis,1,0.0,neutral
n,133,0.0,neutral
covid,125,0.0,neutral
f,57,0.0,neutral
india,39,0.0,neutral
day,32,0.0,neutral
single,30,-0.07142857142857142,negative
crore,27,0.0,neutral
e,27,0.0,neutral
vaccination,21,0.0,neutral
pm,18,0.0,neutral
cases,18,0.0,neutral
today,15,0.0,neutral
people,14,0.0,neutral
vaccinated,13,0.0,neutral
amp,12,0.0,neutral
active,11,-0.13333333333333333,negative
records,11,0.0,neutral
due,11,-0.125,negative
th,11,0.0,neutral
vaccine,10,0.0,neutral
vaccinations,10,0.0,neutral
ji,10,0.0,neutral
mask,10,0.0,neutral
pandemic,9,0.0,neutral
time,8,0.0,neutral
world,8,0.0,neutral
doses,8,0.0,neutral
breaks,8,0.0,neutral
previous,8,-0.16666666666666666,negative
nunder,8,0.0,neutral
shri,8,0.0,neutral
new,8,0.13636363636363635,positive
c,8,0.0,neutral
long,7,-0.05,negative
vaccines,7,0.0,neutral
virus,7,0.0,neutral
children,7,0.0,neutral
cr,7,0.0,neutral
va,7,0.0,neutral
health,7,0.0,neutral
coronavirus,6,0.0,neutral
one,6,0.0,neutral
govt,5,0.0,neutral
fake,5,-0.5,negative
kerala,5,0.0,neutral
record,5,0.0,neutral
birthday,5,0.0,neutral
needs,5,0.0,neutral
government,5,0.0,neutral
highest,5,0.0,neutral
testing,5,0.0,neutral
past,5,-0.25,negative
illegal,5,-0.5,negative
closed,5,-0.1,negative
counting,5,0.0,neutral
us,5,0.0,neutral
total,5,0.0,neutral
average,5,-0.15,negative
hours,5,0.0,neutral
l,5,0.0,neutral
usa,4,0.0,neutral
propaganda,4,-0.1,negative
see,4,0.0,neutral
fully,4,0.0,neutral
serious,4,-0.3333333333333333,negative
inoculated,4,0.0,neutral
million,4,0.0,neutral
material,4,0.0,neutral
minister,4,0.0,neutral
lakh,4,0.0,neutral
number,4,0.0,neutral
nread,4,0.0,neutral
wave,4,0.0,neutral
schools,4,0.0,neutral
days,4,0.0,neutral
police,4,0.0,neutral
even,4,0.0,neutral
update,4,0.0,neutral
tests,4,0.0,neutral
test,4,0.0,neutral
made,4,0.0,neutral
per,4,0.0,neutral
deaths,4,0.0,neutral
make,3,0.0,neutral
check,3,0.0,neutral
point,3,0.0,neutral
state,3,0.0,neutral
recorded,3,0.0,neutral
done,3,0.0,neutral
must,3,0.0,neutral
nthe,3,0.0,neutral
non,3,0.0,neutral
numbers,3,0.0,neutral
vulnerable,3,-0.5,negative
poor,3,-0.4,negative
indians,3,0.0,neutral
vaccinemadness,3,0.0,neutral
story,3,0.0,neutral
still,3,0.0,neutral
use,3,0.0,neutral
u,3,0.0,neutral
administered,3,0.0,neutral
nif,3,0.0,neutral
already,3,0.0,neutral
forced,3,-0.30000000000000004,negative
private,3,0.0,neutral
dear,3,0.0,neutral
army,3,0.0,neutral
follow,3,0.0,neutral
orders,3,0.0,neutral
leh,3,0.0,neutral
remain,3,0.0,neutral
till,3,0.0,neutral
border,3,0.0,neutral
st,3,0.0,neutral
daily,3,0.0,neutral
less,3,-0.16666666666666666,negative
little,3,-0.1875,negative
reported,3,0.0,neutral
wear,3,0.0,neutral
caseload,3,0.0,neutral
mar,3,0.0,neutral
rise,3,0.0,neutral
reports,3,0.0,neutral
indiafightscorona,3,0.0,neutral
failure,3,-0.3166666666666667,negative
stay,3,0.0,neutral
g,3,0.0,neutral
cent,3,0.0,neutral
pfizer,3,0.0,neutral
situation,2,0.0,neutral
meanwhile,2,0.0,neutral
worst,2,-1.0,negative
sonu,2,0.0,neutral
sood,2,0.0,neutral
giving,2,0.0,neutral
said,2,0.0,neutral
wah,2,0.0,neutral
mercantile,2,0.0,neutral
travel,2,0.0,neutral
certificate,2,0.0,neutral
available,2,0.4,positive
telegram,2,0.0,neutral
rs,2,0.0,neutral
first,2,0.25,positive
around,2,0.0,neutral
negative,2,-0.3,negative
report,2,0.0,neutral
campaign,2,0.0,neutral
fa,2,0.0,neutral
fate,2,0.0,neutral
seen,2,0.0,neutral
secondary,2,-0.3,negative
adults,2,0.0,neutral
insane,2,-1.0,negative
modi,2,0.0,neutral
last,2,0.0,neutral
least,2,-0.3,negative
dose,2,0.0,neutral
nit,2,0.0,neutral
yesterday,2,0.0,neutral
boost,2,0.0,neutral
someone,2,0.0,neutral
across,2,0.0,neutral
country,2,0.0,neutral
decline,2,0.0,neutral
patients,2,0.0,neutral
hospitals,2,0.0,neutral
domestic,2,0.0,neutral
front,2,0.0,neutral
deuba,2,0.0,neutral
ensure,2,0.0,neutral
underprivileged,2,0.0,neutral
nepal,2,0.0,neutral
mizoram,2,0.0,neutral
among,2,0.0,neutral
variant,2,0.0,neutral
rd,2,0.0,neutral
devastating,2,-1.0,negative
top,2,0.5,positive
achievement,2,0.0,neutral
uses,2,0.0,neutral
geoengineering,2,0.0,neutral
despite,2,0.0,neutral
lies,2,0.0,neutral
media,2,0.0,neutral
rejected,2,0.0,neutral
lowered,2,0.0,neutral
staff,2,0.0,neutral
quarantine,2,0.0,neutral
jabs,2,0.0,neutral
life,2,0.0,neutral
support,2,0.0,neutral
stopped,2,0.0,neutral
every,2,0.0,neutral
making,2,0.0,neutral
term,2,0.0,neutral
take,2,0.0,neutral
something,2,0.0,neutral
live,2,0.13636363636363635,positive
bound,2,0.0,neutral
amid,2,0.0,neutral
spike,2,0.0,neutral
norms,2,0.0,neutral
awareness,2,0.0,neutral
public,2,0.0,neutral
think,2,0.0,neutral
center,2,-0.1,negative
found,2,0.0,neutral
asking,2,0.0,neutral
unbelievable,2,-0.25,negative
crossed,2,0.0,neutral
mark,2,0.0,neutral
month,2,0.0,neutral
taking,2,0.0,neutral
never,2,0.0,neutral
feel,2,0.0,neutral
australia,2,0.0,neutral
lockdown,2,0.0,neutral
amch,2,0.0,neutral
gmch,2,0.0,neutral
maharashtra,2,0.0,neutral
given,2,0.0,neutral
half,2,-0.16666666666666666,negative
reduction,2,0.0,neutral
resumed,2,0.0,neutral
sep,2,0.0,neutral
suspended,2,0.0,neutral
want,2,0.0,neutral
sham,2,-0.2,negative
vaccinedeaths,2,0.0,neutral
osed,2,0.0,neutral
facemask,2,0.0,neutral
late,2,-0.3,negative
friday,2,0.0,neutral
third,2,0.0,neutral
says,2,0.0,neutral
blame,2,0.0,neutral
others,2,0.0,neutral
mental,2,-0.1,negative
sept,2,0.0,neutral
snapshot,2,0.0,neutral
tpr,2,0.0,neutral
activ,2,0.0,neutral
trials,2,0.0,neutral
cancelled,2,0.0,neutral
big,2,0.0,neutral
boys,2,0.0,neutral
might,2,0.0,neutral
official,2,0.0,neutral
nfull,2,0.0,neutral
personnel,2,0.0,neutral
nounethicalvaccine,2,0.0,neutral
data,2,0.0,neutral
mumbai,2,0.0,neutral
rate,2,0.0,neutral
partially,2,-0.1,negative
international,2,0.0,neutral
immunity,2,0.0,neutral
da,2,0.0,neutral
effect,2,0.0,neutral
covidvaccination,2,0.0,neutral
disgusting,2,-1.0,negative
breaking,2,0.0,neutral
break,2,0.0,neutral
millions,2,0.0,neutral
crores,2,0.0,neutral
please,2,0.0,neutral
getting,2,0.0,neutral
opposition,2,0.0,neutral
away,2,0.0,neutral
business,2,0.0,neutral
gst,2,0.0,neutral
totally,2,0.0,neutral
teach,2,0.0,neutral
september,2,0.0,neutral
nmore,2,0.0,neutral
comprehensive,1,0.0,neutral
thread,1,0.0,neutral
covidvaccine,1,0.0,neutral
deep,1,0.0,neutral
red,1,0.0,neutral
help,1,0.0,neutral
ppl,1,0.0,neutral
probe,1,0.0,neutral
hc,1,0.0,neutral
order,1,0.0,neutral
illegally,1,-0.5,negative
nkerjiwal,1,0.0,neutral
inti,1,0.0,neutral
urged,1,0.0,neutral
fda,1,0.0,neutral
accepted,1,0.0,neutral
nsay,1,0.0,neutral
unethica,1,0.0,neutral
push,1,0.0,neutral
greener,1,0.0,neutral
electricvehicles,1,0.0,neutral
forget,1,0.0,neutral
contribution,1,0.0,neutral
conventional,1,-0.14285714285714285,negative
vehicles,1,0.0,neutral
ind,1,0.0,neutral
changed,1,0.0,neutral
game,1,-0.4,negative
tourism,1,0.0,neutral
sector,1,0.0,neutral
going,1,0.0,neutral
mean,1,-0.3125,negative
thousands,1,0.0,neutral
infecti,1,0.0,neutral
largest,1,0.0,neutral
democracy,1,0.0,neutral
sal,1,0.0,neutral
evil,1,-1.0,negative
nboth,1,0.0,neutral
fullyvaccinated,1,0.0,neutral
chardham,1,0.0,neutral
yatra,1,0.0,neutral
uttarakhand,1,0.0,neutral
court,1,0.0,neutral
indiablooms,1,0.0,neutral
covidfactcheck,1,0.0,neutral
increased,1,0.0,neutral
consumption,1,0.0,neutral
kadha,1,0.0,neutral
prevent,1,0.0,neutral
cure,1,0.0,neutral
side,1,0.0,neutral
effects,1,0.0,neutral
celebrate,1,0.0,neutral
nnew,1,0.0,neutral
ncongratulat,1,0.0,neutral
thousand,1,0.0,neutral
infected,1,0.0,neutral
deadly,1,-0.2,negative
flu,1,0.0,neutral
westbengal,1,0.0,neutral
ostentatious,1,0.0,neutral
pr,1,0.0,neutral
mere,1,-0.5,negative
strategy,1,0.0,neutral
evade,1,0.0,neutral
legal,1,0.2,positive
action,1,0.1,positive
ade,1,0.0,neutral
god,1,0.0,neutral
hats,1,0.0,neutral
healthcare,1,0.0,neutral
workers,1,0.0,neutral
milestone,1,0.0,neutral
achieved,1,0.0,neutral
prime,1,0.0,neutral
narendra,1,0.0,neutral
tweet,1,0.0,neutral
night,1,0.0,neutral
double,1,0.0,neutral
herd,1,0.0,neutral
immuni,1,0.0,neutral
seems,1,0.0,neutral
drive,1,0.0,neutral
purposefully,1,0.0,neutral
slow,1,-0.30000000000000004,negative
csuch,1,0.0,neutral
families,1,0.0,neutral
add,1,0.0,neutral
declare,1,0.0,neutral
fi,1,0.0,neutral
unionhealthministry,1,0.0,neutral
cwe,1,0.0,neutral
secured,1,0.0,neutral
brand,1,0.0,neutral
treatment,1,0.0,neutral
uk,1,0.0,neutral
thrille,1,0.0,neutral
cumulative,1,0.0,neutral
northeast,1,0.0,neutral
states,1,0.0,neutral
nd,1,0.0,neutral
vaccinologist,1,0.0,neutral
plus,1,0.0,neutral
nation,1,0.0,neutral
gift,1,0.0,neutral
hon,1,0.0,neutral
ble,1,0.0,neutral
shouting,1,0.0,neutral
slogans,1,0.0,neutral
climatechange,1,0.0,neutral
naive,1,-0.3,negative
real,1,0.2,positive
culprits,1,0.0,neutral
criminal,1,-0.4,negative
stupid,1,-0.7999999999999999,negative
employers,1,0.0,neutral
etc,1,0.0,neutral
understanding,1,0.0,neutral
maniacs,1,0.0,neutral
closing,1,0.0,neutral
busi,1,0.0,neutral
allows,1,0.0,neutral
special,1,0.35714285714285715,positive
casual,1,-0.5000000000000001,negative
leave,1,0.0,neutral
ex,1,0.0,neutral
mauritius,1,0.0,neutral
shifted,1,0.0,neutral
aiims,1,0.0,neutral
pvt,1,0.0,neutral
ward,1,0.0,neutral
vaccinationdrive,1,0.0,neutral
di,1,0.0,neutral
earlier,1,0.0,neutral
receive,1,0.0,neutral
saving,1,0.0,neutral
backpackers,1,0.0,neutral
months,1,0.0,neutral
shame,1,0.0,neutral
bloody,1,-0.8,negative
news,1,0.0,neutral
agency,1,0.0,neutral
ncongratulations,1,0.0,neutral
contributor,1,0.0,neutral
possible,1,0.0,neutral
nwithin,1,0.0,neutral
hour,1,0.0,neutral
pump,1,0.0,neutral
nthis,1,0.0,neutral
holding,1,0.0,neutral
pf,1,0.0,neutral
nyour,1,0.0,neutral
patience,1,0.0,neutral
unemployment,1,0.0,neutral
dangerous,1,-0.6,negative
nemployment,1,0.0,neutral
right,1,0.2857142857142857,positive
youn,1,0.0,neutral
ni,1,0.0,neutral
whole,1,0.2,positive
left,1,0.0,neutral
revolutionised,1,0.0,neutral
way,1,0.0,neutral
p,1,0.0,neutral
following,1,0.0,neutral
masks,1,0.0,neutral
administers,1,0.0,neutral
tally,1,0.0,neutral
oct,1,0.0,neutral
delhi,1,0.0,neutral
gurudwara,1,0.0,neutral
banglasahi,1,0.0,neutral
visitors,1,0.0,neutral
violation,1,0.0,neutral
indianarmy,1,0.0,neutral
organised,1,0.0,neutral
medical,1,0.0,neutral
remote,1,-0.1,negative
village,1,0.0,neutral
naushera,1,0.0,neutral
idon,1,0.0,neutral
know,1,0.0,neutral
feelings,1,0.0,neutral
hello,1,0.0,neutral
memes,1,0.0,neutral
allow,1,0.0,neutral
forcedvaccinations,1,0.0,neutral
humanrights,1,0.0,neutral
violations,1,0.0,neutral
anymore,1,0.0,neutral
living,1,0.0,neutral
lives,1,0.0,neutral
ncon,1,0.0,neutral
hit,1,0.0,neutral
slowly,1,-0.30000000000000004,negative
using,1,0.0,neutral
places,1,0.0,neutral
meet,1,0.0,neutral
annoying,1,-0.8,negative
weird,1,-0.5,negative
characters,1,0.0,neutral
narendramodi,1,0.0,neutral
modihaitohmumkinhai,1,0.0,neutral
hope,1,0.0,neutral
cause,1,0.0,neutral
sorrow,1,0.0,neutral
ect,1,0.0,neutral
anything,1,0.0,neutral
anyone,1,0.0,neutral
sad,1,-0.5,negative
fridaymorning,1,0.0,neutral
arrest,1,-0.05,negative
melbourne,1,0.0,neutral
sydney,1,0.0,neutral
unsanctioned,1,0.0,neutral
anti,1,0.0,neutral
rallies,1,0.0,neutral
seve,1,0.0,neutral
assam,1,0.0,neutral
principal,1,0.0,neutral
admitted,1,0.0,neutral
drop,1,0.0,neutral
gen,1,0.0,neutral
level,1,0.0,neutral
sees,1,0.0,neutral
fall,1,0.0,neutral
blood,1,0.0,neutral
donors,1,0.0,neutral
ndetails,1,0.0,neutral
acceptable,1,0.0,neutral
nrequesting,1,0.0,neutral
honbl,1,0.0,neutral
intervene,1,0.0,neutral
allegation,1,0.0,neutral
injections,1,0.0,neutral
emergency,1,0.0,neutral
authorisation,1,0.0,neutral
unconstit,1,0.0,neutral
indiafirst,1,0.0,neutral
six,1,0.0,neutral
districts,1,0.0,neutral
including,1,0.0,neutral
chennai,1,0.0,neutral
accounted,1,0.0,neutral
fresh,1,0.3,positive
inside,1,0.0,neutral
hospital,1,0.0,neutral
place,1,0.0,neutral
nose,1,0.0,neutral
account,1,0.0,neutral
stands,1,0.0,neutral
span,1,0.0,neutral
nwhy,1,0.0,neutral
rtpcr,1,0.0,neutral
samples,1,0.0,neutral
sent,1,0.0,neutral
po,1,0.0,neutral
entitled,1,0.0,neutral
wore,1,0.0,neutral
younger,1,0.0,neutral
woman,1,0.0,neutral
election,1,0.0,neutral
manager,1,0.0,neutral
alisa,1,0.0,neutral
keane,1,0.0,neutral
beatingtheretreatceremony,1,0.0,neutral
attariborder,1,0.0,neutral
sadly,1,-0.5,negative
case,1,0.0,neutral
carroll,1,0.0,neutral
county,1,0.0,neutral
protected,1,0.0,neutral
ready,1,0.2,positive
tame,1,-0.21666666666666667,negative
badass,1,0.0,neutral
tresses,1,0.0,neutral
moisturization,1,0.0,neutral
nourishment,1,0.0,neutral
haircare,1,0.0,neutral
hairgrowth,1,0.0,neutral
hairmask,1,0.0,neutral
pcr,1,0.0,neutral
sufficiently,1,0.0,neutral
coronavirusupdate,1,0.0,neutral
slams,1,0.0,neutral
oppn,1,0.0,neutral
raising,1,0.0,neutral
questions,1,0.0,neutral
alertness,1,0.0,neutral
flattenthecurve,1,0.0,neutral
go,1,0.0,neutral
outside,1,0.0,neutral
unnecessarily,1,-0.4,negative
properly,1,0.0,neutral
whenev,1,0.0,neutral
pre,1,0.0,neutral
latin,1,0.0,neutral
american,1,0.0,neutral
region,1,0.0,neutral
headway,1,0.0,neutral
education,1,0.0,neutral
arena,1,0.0,neutral
delhifightscorona,1,0.0,neutral
sorry,1,-0.5,negative
covers,1,0.0,neutral
monday,1,0.0,neutral
positivityrate,1,0.0,neutral
rules,1,0.0,neutral
slightly,1,-0.16666666666666666,negative
eased,1,0.0,neutral
south,1,0.0,neutral
wales,1,0.0,neutral
nsw,1,0.0,neutral
current,1,0.0,neutral
epicen,1,0.0,neutral
hypothetically,1,0.0,neutral
tomorrow,1,0.0,neutral
proved,1,0.0,neutral
behind,1,-0.4,negative
outbreak,1,0.0,neutral
nno,1,0.0,neutral
fingers,1,0.0,neutral
grapples,1,0.0,neutral
set,1,0.0,neutral
capture,1,0.0,neutral
global,1,0.0,neutral
rice,1,0.0,neutral
ort,1,0.0,neutral
market,1,0.0,neutral
nas,1,0.0,neutral
second,1,0.0,neutral
virologist,1,0.0,neutral
gagandeep,1,0.0,neutral
kan,1,0.0,neutral
nhuge,1,0.0,neutral
massive,1,0.0,neutral
mammoth,1,0.0,neutral
success,1,0.3,positive
mi,1,0.0,neutral
staying,1,0.0,neutral
home,1,0.0,neutral
full,1,0.35,positive
boring,1,-1.0,negative
upsetting,1,0.0,neutral
especially,1,0.0,neutral
young,1,0.1,positive
wondering,1,0.0,neutral
post,1,0.0,neutral
harming,1,0.0,neutral
different,1,0.0,neutral
ways,1,0.0,neutral
physical,1,0.0,neutral
nfor,1,0.0,neutral
information,1,0.0,neutral
contact,1,0.0,neutral
via,1,0.0,neutral
info,1,0.0,neutral
hear,1,0.0,neutral
adversely,1,0.0,neutral
affects,1,0.0,neutral
thesunoindiashow,1,0.0,neutral
spoke,1,0.0,neutral
psychiatrist,1,0.0,neutral
hey,1,0.0,neutral
guys,1,0.0,neutral
recovered,1,0.0,neutral
emotions,1,0.0,neutral
roller,1,0.0,neutral
coaster,1,0.0,neutral
ride,1,0.0,neutral
pms,1,0.0,neutral
cry,1,0.0,neutral
shoppers,1,0.0,neutral
fitting,1,0.5,positive
rooms,1,0.0,neutral
meant,1,0.0,neutral
clothes,1,0.0,neutral
horrifying,1,-0.9,negative
store,1,0.0,neutral
assistan,1,0.0,neutral
triathlon,1,0.0,neutral
sprint,1,0.0,neutral
relay,1,0.0,neutral
championships,1,0.0,neutral
bermuda,1,0.0,neutral
odds,1,0.0,neutral
snl,1,0.0,neutral
cold,1,-0.6,negative
open,1,0.0,neutral
weekendupdate,1,0.0,neutral
general,1,0.05000000000000002,positive
comedy,1,0.0,neutral
skits,1,0.0,neutral
include,1,0.0,neutral
nickiminaj,1,0.0,neutral
referen,1,0.0,neutral
nwhat,1,0.0,neutral
beating,1,0.0,neutral
retreat,1,0.0,neutral
ceremony,1,0.0,neutral
attari,1,0.0,neutral
bit,1,0.0,neutral
laughter,1,0.0,neutral
lot,1,0.0,neutral
problems,1,0.0,neutral
solved,1,0.0,neutral
motivation,1,0.0,neutral
inspiration,1,0.0,neutral
afghanistan,1,0.0,neutral
bad,1,-0.6999999999999998,negative
statuswhatsapp,1,0.0,neutral
adds,1,0.0,neutral
click,1,0.0,neutral
currently,1,0.0,neutral
dropping,1,0.0,neutral
sharply,1,-0.125,negative
govts,1,0.0,neutral
bhavani,1,0.0,neutral
rv,1,0.0,neutral
prolonged,1,0.0,neutral
period,1,0.0,neutral
school,1,0.0,neutral
closure,1,0.0,neutral
restrained,1,0.0,neutral
group,1,0.0,neutral
hange,1,0.0,neutral
interaction,1,0.0,neutral
play,1,0.0,neutral
cit,1,0.0,neutral
heart,1,0.0,neutral
rightly,1,0.2857142857142857,positive
essential,1,0.0,neutral
invisible,1,0.0,neutral
eye,1,0.0,neutral
princ,1,0.0,neutral
empty,1,-0.1,negative
vessel,1,0.0,neutral
sounds,1,0.0,neutral
louder,1,0.0,neutral
walgreens,1,0.0,neutral
sloppy,1,-0.4166666666666667,negative
registration,1,0.0,neutral
system,1,0.0,neutral
patient,1,0.0,neutral
sero,1,0.0,neutral
positivity,1,0.0,neutral
individuals,1,0.0,neutral
perc,1,0.0,neutral
team,1,0.0,neutral
researchers,1,0.0,neutral
built,1,0.0,neutral
artificial,1,-0.6,negative
intelligence,1,0.0,neutral
ai,1,0.0,neutral
tool,1,0.0,neutral
predict,1,0.0,neutral
much,1,0.2,positive
ra,1,0.0,neutral
ge,1,0.0,neutral
rural,1,0.0,neutral
speculated,1,0.0,neutral
ones,1,0.0,neutral
adult,1,0.1,positive
population,1,0.0,neutral
received,1,0.0,neutral
pc,1,0.0,neutral
got,1,0.0,neutral
srilanka,1,0.0,neutral
keheliya,1,0.0,neutral
rambukwella,1,0.0,neutral
nationwide,1,0.0,neutral
curfew,1,0.0,neutral
came,1,0.0,neutral
augus,1,0.0,neutral
fell,1,0.0,neutral
lowest,1,0.0,neutral
weeks,1,0.0,neutral
infection,1,0.0,neutral
stayed,1,0.0,neutral
comprise,1,0.0,neutral
infections,1,0.0,neutral
actually,1,0.0,neutral
aspect,1,0.0,neutral
atleast,1,0.0,neutral
let,1,0.0,neutral
vaccinateunder,1,0.0,neutral
feat,1,0.0,neutral
crossing,1,0.0,neutral
admistered,1,0.0,neutral
bi,1,0.0,neutral
cost,1,0.0,neutral
icu,1,0.0,neutral
estimated,1,0.0,neutral
unfortunately,1,-0.5,negative
working,1,0.0,neutral
unethically,1,0.0,neutral
usdt,1,0.0,neutral
nonly,1,0.0,neutral
nsitting,1,0.0,neutral
buy,1,0.0,neutral
completed,1,0.0,neutral
cucumber,1,0.0,neutral
face,1,0.0,neutral
dry,1,-0.06666666666666665,negative
skin,1,0.0,neutral
apply,1,0.0,neutral
radhiradhikha,1,0.0,neutral
beautytips,1,0.0,neutral
height,1,0.0,neutral
dont,1,0.0,neutral
silly,1,-0.5,negative
put,1,0.0,neutral
risk,1,0.0,neutral
maskup,1,0.0,neutral
digitalpolice,1,0.0,neutral
appealed,1,0.0,neutral
censorship,1,0.0,neutral
clear,1,0.10000000000000002,positive
evidence,1,0.0,neutral
direct,1,0.1,positive
students,1,0.0,neutral
bangladesh,1,0.0,neutral
aged,1,-0.1,negative
start,1,0.0,neutral
ne,1,0.0,neutral
request,1,0.0,neutral
grotesque,1,-0.55,negative
ideologies,1,0.0,neutral
af,1,0.0,neutral
icymi,1,0.0,neutral
many,1,0.5,positive
issues,1,0.0,neutral
pushed,1,0.0,neutral
clandestinely,1,0.0,neutral
