bigram,repetation,polarity,sentiment
nlondon ca,3,0.0,neutral
nfees nsri,3,0.0,neutral
nsri krish,3,0.0,neutral
indian army,3,0.0,neutral
nfees nvalens,3,0.0,neutral
nvalens ho,3,0.0,neutral
assessment countries,3,0.0,neutral
sep jammuandkashmir,3,0.0,neutral
jammuandkashmir covid,3,0.0,neutral
n nrr,3,0.0,neutral
nrr f,3,0.0,neutral
e ends,3,0.0,neutral
n e,3,0.0,neutral
napoorva hos,3,0.0,neutral
c covid,3,0.0,neutral
ndigvish hos,3,0.0,neutral
n people,3,0.0,neutral
covid corona,3,0.0,neutral
platelets needed,3,0.0,neutral
covid crisis,3,0.0,neutral
daily covid,3,0.0,neutral
rajesh h,3,0.0,neutral
children living,3,0.0,neutral
living conflict,3,0.0,neutral
conflict zones,3,0.0,neutral
zones face,3,0.0,neutral
face double,3,0.0,neutral
double threat,3,0.0,neutral
threat covid,3,0.0,neutral
pandemic simultaneous,3,0.0,neutral
congratulations india,3,0.0,neutral
updates n,3,0.0,neutral
covid data,3,0.0,neutral
cases reported,3,0.0,neutral
mega covid,3,0.0,neutral
problem yesterday,3,0.0,neutral
x bella,2,0.0,neutral
related drugs,2,0.0,neutral
ended till,2,0.0,neutral
till december,2,0.0,neutral
nirmala sitharaman,2,0.0,neutral
n gst,2,0.0,neutral
mask covid,2,0.0,neutral
nfortis hos,2,0.0,neutral
n nsrinivas,2,0.0,neutral
nsrinivas n,2,0.0,neutral
needed napollo,2,0.0,neutral
napollo hospital,2,0.0,neutral
hospital jubileehills,2,0.0,neutral
jubileehills n,2,0.0,neutral
government said,2,0.0,neutral
said covid,2,0.0,neutral
covid booster,2,0.0,neutral
nparkmed h,2,0.0,neutral
serum institute,2,0.0,neutral
vaccines n,2,0.0,neutral
n nglobal,2,0.0,neutral
pcr test,2,0.0,neutral
nfees naayug,2,0.0,neutral
momentous milestone,2,0.0,neutral
achieved ludhiana,2,0.0,neutral
ludhiana war,2,0.0,neutral
war covid,2,0.0,neutral
covid administrating,2,0.0,neutral
administrating million,2,0.0,neutral
covid va,2,0.0,neutral
n narendramodi,2,0.0,neutral
union minister,2,0.0,neutral
coronavirus n,2,0.0,neutral
nfees nvasavi,2,0.0,neutral
today deat,2,0.0,neutral
india uk,2,0.0,neutral
nanother milestone,2,0.0,neutral
low glucose,2,0.0,neutral
vaccine hesitancy,2,0.0,neutral
n guwahati,2,0.0,neutral
guwahati assam,2,0.0,neutral
n islands,2,0.0,neutral
islands covid,2,0.0,neutral
f doses,2,0.0,neutral
till date,2,0.0,neutral
date n,2,0.0,neutral
india check,2,0.0,neutral
check covid,2,0.0,neutral
covid government,2,0.0,neutral
private hospitals,2,0.0,neutral
hospitals list,2,0.0,neutral
list n,2,0.0,neutral
nfees nrepublic,2,0.0,neutral
well done,2,0.0,neutral
done india,2,0.0,neutral
birthday n,2,0.0,neutral
nnu hospital,2,0.0,neutral
nfees nsanjeevin,2,0.0,neutral
covid numbers,2,0.0,neutral
n enew,2,0.0,neutral
enew cases,2,0.0,neutral
test positivity,2,0.0,neutral
positivity rate,2,0.0,neutral
need hour,2,0.0,neutral
n saturdaythoughts,2,0.0,neutral
hospital jayana,2,0.0,neutral
nspurthy hos,2,0.0,neutral
latestnewsvizag covid,2,0.0,neutral
need covid,2,0.0,neutral
fight pandemic,2,0.0,neutral
day f,2,0.0,neutral
rate f,2,0.0,neutral
vaccination pm,2,0.0,neutral
hospital wes,2,0.0,neutral
slovenian authorities,2,0.0,neutral
authorities chose,2,0.0,neutral
chose close,2,0.0,neutral
close schools,2,0.0,neutral
schools pandemic,2,0.0,neutral
pandemic businesses,2,0.0,neutral
businesses simply,2,0.0,neutral
government flip,2,0.0,neutral
flip flops,2,0.0,neutral
flops opening,2,0.0,neutral
opening closing,2,0.0,neutral
closing schools,2,0.0,neutral
schools children,2,0.0,neutral
children suffering,2,0.0,neutral
suffering confusion,2,0.0,neutral
confusion poli,2,0.0,neutral
n ntoday,2,0.0,neutral
f dworld,2,0.0,neutral
dworld largestvaccinedrive,2,0.0,neutral
e eeds,2,0.0,neutral
covidvaccine doses,2,0.0,neutral
medical devices,2,0.0,neutral
given covid,2,0.0,neutral
booster dose,2,0.0,neutral
covid ca,2,0.0,neutral
kids cl,2,0.0,neutral
hospital c,2,0.0,neutral
c ye,2,0.0,neutral
kerala today,2,0.0,neutral
samples tested,2,0.0,neutral
n kerala,2,0.0,neutral
nfees ngreenview,2,0.0,neutral
nfortis l,2,0.0,neutral
e erienced,2,0.0,neutral
covid medicines,2,0.0,neutral
lakh people,2,0.0,neutral
asia hebbal,2,0.0,neutral
vaccination day,2,0.0,neutral
cowin covid,2,0.0,neutral
n icmr,2,0.0,neutral
ble pm,2,0.0,neutral
nfees nvikram,2,0.0,neutral
nvikram hospital,2,0.0,neutral
hospital block,2,0.0,neutral
staysafe stayhome,2,0.0,neutral
stayhome wearamasksavelives,2,0.0,neutral
wearamasksavelives socialdistancing,2,0.0,neutral
socialdistancing handwashing,2,0.0,neutral
mumbaikars antibodies,2,0.0,neutral
antibodies covid,2,0.0,neutral
dashboard amp,2,0.0,neutral
amp india,2,0.0,neutral
india figures,2,0.0,neutral
figures n,2,0.0,neutral
cases nno,2,0.0,neutral
nno vaccinated,2,0.0,neutral
n st,2,0.0,neutral
day india,2,0.0,neutral
administered million,2,0.0,neutral
n u,2,0.0,neutral
vizag n,2,0.0,neutral
sep maharashtra,2,0.0,neutral
month target,2,0.0,neutral
landmark crore,2,0.0,neutral
nmore lakh,2,0.0,neutral
doses administ,2,0.0,neutral
wash hands,2,0.0,neutral
hands soap,2,0.0,neutral
soap water,2,0.0,neutral
sep kerala,2,0.0,neutral
e erience,2,0.0,neutral
applicability concessional,2,0.0,neutral
day international,2,0.0,neutral
era september,2,0.0,neutral
mumbai covid,2,0.0,neutral
hospital jayanaga,2,0.0,neutral
update india,2,0.0,neutral
administered cr,2,0.0,neutral
cr doses,2,0.0,neutral
anand mahindra,2,0.0,neutral
mahindra lauded,2,0.0,neutral
lauded india,2,0.0,neutral
india robust,2,0.0,neutral
robust vaccination,2,0.0,neutral
vaccination pace,2,0.0,neutral
pace india,2,0.0,neutral
setting record,2,0.0,neutral
india administers,2,0.0,neutral
administers crore,2,0.0,neutral
pm modi,2,0.0,neutral
care workers,2,0.0,neutral
karnataka today,2,0.0,neutral
covid vaccin,2,0.0,neutral
shri ji,2,0.0,neutral
ected grow,2,0.0,neutral
leading globe,2,0.0,neutral
globe worldsfastestvaccinedrive,2,0.0,neutral
worldsfastestvaccinedrive n,2,0.0,neutral
booster doses,2,0.0,neutral
natreum h,2,0.0,neutral
lung health,2,0.0,neutral
nfees nprashanth,2,0.0,neutral
fans allowed,2,0.0,neutral
allowed entry,2,0.0,neutral
report needed,2,0.0,neutral
mega tn,2,0.0,neutral
tn covid,2,0.0,neutral
vaccination camps,2,0.0,neutral
amp trichy,2,0.0,neutral
trichy district,2,0.0,neutral
district try,2,0.0,neutral
rs lakh,2,0.0,neutral
crosses crore,2,0.0,neutral
pm india,2,0.0,neutral
rapid progress,2,0.0,neutral
vaccinated f,2,0.0,neutral
f india,2,0.0,neutral
cr n,2,0.0,neutral
nfees nessentia,2,0.0,neutral
e ms,2,0.0,neutral
n nsee,2,0.0,neutral
crore mark,2,0.0,neutral
tested covid,2,0.0,neutral
million crore,2,0.0,neutral
administered country,2,0.0,neutral
workers across,2,0.0,neutral
posrate f,2,0.0,neutral
n dayavg,2,0.0,neutral
nfees nagadi,2,0.0,neutral
till september,2,0.0,neutral
india september,2,0.0,neutral
delhifightscorona covid,2,0.0,neutral
n positivityrate,2,0.0,neutral
positivityrate f,2,0.0,neutral
n tests,2,0.0,neutral
tests f,2,0.0,neutral
n fatalities,2,0.0,neutral
fatalities f,2,0.0,neutral
time covid,2,0.0,neutral
covid suggested,2,0.0,neutral
suggested government,2,0.0,neutral
india interest,2,0.0,neutral
work covid,2,0.0,neutral
council meet,2,0.0,neutral
hospital jayanag,2,0.0,neutral
sets record,2,0.0,neutral
crore vaccinations,2,0.0,neutral
meet friday,2,0.0,neutral
covid drugs,2,0.0,neutral
naster cli,2,0.0,neutral
cases india,2,0.0,neutral
vaccinated covid,2,0.0,neutral
without selfie,2,0.0,neutral
n thankyoumodiji,2,0.0,neutral
n indiafightscovid,2,0.0,neutral
indiafightscovid covid,2,0.0,neutral
vaccine vaccinationdrive,2,0.0,neutral
vaccinations today,2,0.0,neutral
already done,2,0.0,neutral
nfees nhamilton,2,0.0,neutral
nagpuralert persons,2,0.0,neutral
persons tested,2,0.0,neutral
tested city,2,0.0,neutral
city nagpur,2,0.0,neutral
nagpur today,2,0.0,neutral
today day,2,0.0,neutral
day fartode,2,0.0,neutral
fartode total,2,0.0,neutral
clinical trial,2,0.0,neutral
therapy treat,2,0.0,neutral
ndigvish h,2,0.0,neutral
september lakhs,2,0.0,neutral
lakhs vaccine,2,0.0,neutral
administered within,2,0.0,neutral
nfees nbhagwan,2,0.0,neutral
nbhagwan mah,2,0.0,neutral
administered record,2,0.0,neutral
corona vaccine,2,0.0,neutral
administering crore,2,0.0,neutral
crore million,2,0.0,neutral
niti aayog,2,0.0,neutral
union finance,2,0.0,neutral
finance minister,2,0.0,neutral
yesterday india,2,0.0,neutral
india gave,2,0.0,neutral
gave cr,2,0.0,neutral
mark day,2,0.0,neutral
covid outbreak,2,0.0,neutral
nparkmed hos,2,0.0,neutral
n ncrr,2,0.0,neutral
fight agai,2,0.0,neutral
covid restrictions,2,0.0,neutral
ntenet dia,2,0.0,neutral
haryana reopen,2,0.0,neutral
classes september,2,0.0,neutral
n haryana,2,0.0,neutral
tafrishaala prime,2,0.0,neutral
prime time,2,0.0,neutral
time n,2,0.0,neutral
army always,2,0.0,neutral
always awaam,2,0.0,neutral
awaam f,2,0.0,neutral
n gfvip,2,0.0,neutral
gfvip e,2,0.0,neutral
e impftod,2,0.0,neutral
impftod bbnajia,2,0.0,neutral
bbnajia f,2,0.0,neutral
c bbtvi,2,0.0,neutral
world map,2,0.0,neutral
map assessment,2,0.0,neutral
f via,2,0.0,neutral
vaccine availability,2,0.0,neutral
availability states,2,0.0,neutral
f ntes,2,0.0,neutral
navinchandra ramgoolam,2,0.0,neutral
shifted private,2,0.0,neutral
private ward,2,0.0,neutral
ward aiims,2,0.0,neutral
total number,2,0.0,neutral
administered india,2,0.0,neutral
india crossed,2,0.0,neutral
n pakvsnz,2,0.0,neutral
f cr,2,0.0,neutral
nfees nprashant,2,0.0,neutral
assamese evening,2,0.0,neutral
evening news,2,0.0,neutral
second mega,2,0.0,neutral
ntotal doses,2,0.0,neutral
n nchina,2,0.0,neutral
nchina f,2,0.0,neutral
f nindia,2,0.0,neutral
nindia f,2,0.0,neutral
done n,2,0.0,neutral
jabs days,2,0.0,neutral
f ntest,2,0.0,neutral
safety hands,2,0.0,neutral
hands n,2,0.0,neutral
india india,2,0.0,neutral
nfees nsagar,2,0.0,neutral
nsagar ho,2,0.0,neutral
donated india,2,0.0,neutral
un peacekeepers,2,0.0,neutral
e austed,2,0.0,neutral
st phane,2,0.0,neutral
ncongratulations india,2,0.0,neutral
nfees nnano,2,0.0,neutral
nnano hospi,2,0.0,neutral
hyderabad dengue,2,0.0,neutral
dengue n,2,0.0,neutral
units platelets,2,0.0,neutral
nfees nkoshys,2,0.0,neutral
nkoshys hosp,2,0.0,neutral
number covid,2,0.0,neutral
another covid,2,0.0,neutral
covid patients,2,0.0,neutral
patients recover,2,0.0,neutral
recover odisha,2,0.0,neutral
odisha n,2,0.0,neutral
photos citizens,2,0.0,neutral
citizens receive,2,0.0,neutral
receive covid,2,0.0,neutral
vaccination across,2,0.0,neutral
across india,2,0.0,neutral
network n,2,0.0,neutral
n nand,2,0.0,neutral
nsparsh hosp,2,0.0,neutral
covid antibodies,2,0.0,neutral
fifth sero,2,0.0,neutral
key findings,2,0.0,neutral
bmc jurisdiction,2,0.0,neutral
india vaccinating,2,0.0,neutral
minister mansukh,2,0.0,neutral
mansukh mandaviya,2,0.0,neutral
covid testing,2,0.0,neutral
narendramodi birthday,2,0.0,neutral
crore vaccination,2,0.0,neutral
covid updates,2,0.0,neutral
ncases ndeaths,2,0.0,neutral
ndeaths nrecovered,2,0.0,neutral
nrecovered n,2,0.0,neutral
cases ntotal,2,0.0,neutral
ntotal deaths,2,0.0,neutral
deaths ntota,2,0.0,neutral
air purifiers,2,0.0,neutral
nmilann hosp,2,0.0,neutral
deaths n,2,0.0,neutral
coming months,2,0.0,neutral
nfees nlife,2,0.0,neutral
nlife care,2,0.0,neutral
nfees ngurushree,2,0.0,neutral
napollo hosp,2,0.0,neutral
rajasthan coronaupdate,2,0.0,neutral
coronaupdate n,2,0.0,neutral
global covid,2,0.0,neutral
covid caseload,2,0.0,neutral
caseload tops,2,0.0,neutral
tops million,2,0.0,neutral
naster rv,2,0.0,neutral
n data,2,0.0,neutral
data source,2,0.0,neutral
source cowin,2,0.0,neutral
sep uttarakhand,2,0.0,neutral
uttarakhand covid,2,0.0,neutral
september see,2,0.0,neutral
see speed,2,0.0,neutral
speed vaccination,2,0.0,neutral
n cova,2,0.0,neutral
covid protocols,2,0.0,neutral
ipl covid,2,0.0,neutral
decided reopen,2,0.0,neutral
x kadugo,2,0.0,neutral
nfees nuvin,2,0.0,neutral
nuvin care,2,0.0,neutral
nfees npeople,2,0.0,neutral
npeople tr,2,0.0,neutral
india continues,2,0.0,neutral
doses day,2,0.0,neutral
ndr malathi,2,0.0,neutral
amp counting,2,0.0,neutral
tamil nadu,2,0.0,neutral
nfully vaccinated,2,0.0,neutral
vaccinated th,2,0.0,neutral
th sep,2,0.0,neutral
nlakshmi mat,2,0.0,neutral
drive organized,2,0.0,neutral
data sept,2,0.0,neutral
ncases nnew,2,0.0,neutral
ntotal ndeaths,2,0.0,neutral
ndeaths nnew,2,0.0,neutral
n ntests,2,0.0,neutral
ntests n,2,0.0,neutral
nfees nbrookefie,2,0.0,neutral
west delhi,2,0.0,neutral
delhi vaccine,2,0.0,neutral
vaccine centre,2,0.0,neutral
age locations,2,0.0,neutral
locations list,2,0.0,neutral
delhi district,2,0.0,neutral
nrainbow childrens,2,0.0,neutral
childrens hebbal,2,0.0,neutral
nfees nbharathi,2,0.0,neutral
another milestone,2,0.0,neutral
e ra,2,0.0,neutral
minister globally,2,0.0,neutral
covid pande,2,0.0,neutral
health supervisor,2,0.0,neutral
happybirthdaymodiji covid,2,0.0,neutral
pm shri,2,0.0,neutral
covid cowin,2,0.0,neutral
today cowin,2,0.0,neutral
cr people,2,0.0,neutral
pm n,2,0.0,neutral
willow mask,2,0.0,neutral
list east,2,0.0,neutral
east delhi,2,0.0,neutral
drugs e,1,0.0,neutral
december says,1,0.0,neutral
says nirmala,1,0.0,neutral
sitharaman n,1,0.0,neutral
gst covid,1,0.0,neutral
till friday,1,0.0,neutral
friday afternoon,1,0.0,neutral
afternoon india,1,0.0,neutral
vaccinated crore,1,0.0,neutral
people covid,1,0.0,neutral
covid fourth,1,0.0,neutral
fourth time,1,0.0,neutral
time country,1,0.0,neutral
country p,1,0.0,neutral
cr still,1,0.0,neutral
counting ngreat,1,0.0,neutral
ngreat work,1,0.0,neutral
work medical,1,0.0,neutral
medical frontline,1,0.0,neutral
frontline warrior,1,0.0,neutral
warrior f,1,0.0,neutral
covid covishield,1,0.0,neutral
covishield cova,1,0.0,neutral
vaccination covidvaccination,1,0.0,neutral
x sidda,1,0.0,neutral
krishnendrarai f,1,0.0,neutral
e vaccination,1,0.0,neutral
vaccination e,1,0.0,neutral
e mask,1,0.0,neutral
covid nlink,1,0.0,neutral
china says,1,0.0,neutral
says vaccinated,1,0.0,neutral
vaccinated one,1,0.0,neutral
one billion,1,0.0,neutral
billion people,1,0.0,neutral
n china,1,0.0,neutral
china covid,1,0.0,neutral
vaccinated vaccination,1,0.0,neutral
decided cut,1,0.0,neutral
cut number,1,0.0,neutral
number fever,1,0.0,neutral
fever survey,1,0.0,neutral
survey workers,1,0.0,neutral
workers fsw,1,0.0,neutral
fsw one,1,0.0,neutral
one third,1,0.0,neutral
third n,1,0.0,neutral
n chennai,1,0.0,neutral
name corona,1,0.0,neutral
corona nsurname,1,0.0,neutral
nsurname virus,1,0.0,neutral
virus nnickname,1,0.0,neutral
nnickname covid,1,0.0,neutral
covid nage,1,0.0,neutral
nage nmother,1,0.0,neutral
nmother name,1,0.0,neutral
name china,1,0.0,neutral
china ncurrent,1,0.0,neutral
ncurrent boyfriend,1,0.0,neutral
boyfriend usa,1,0.0,neutral
usa ne,1,0.0,neutral
cases tpr,1,0.0,neutral
booster shot,1,0.0,neutral
shot central,1,0.0,neutral
central theme,1,0.0,neutral
theme scientific,1,0.0,neutral
scientific discussion,1,0.0,neutral
discussion well,1,0.0,neutral
well publi,1,0.0,neutral
symposium join,1,0.0,neutral
us panel,1,0.0,neutral
panel discussion,1,0.0,neutral
discussion responsive,1,0.0,neutral
responsive urban,1,0.0,neutral
urban planning,1,0.0,neutral
planning framework,1,0.0,neutral
framework towards,1,0.0,neutral
towards building,1,0.0,neutral
building equitable,1,0.0,neutral
biocon unit,1,0.0,neutral
unit plans,1,0.0,neutral
plans stake,1,0.0,neutral
stake sale,1,0.0,neutral
sale serum,1,0.0,neutral
institute access,1,0.0,neutral
access vaccines,1,0.0,neutral
cyour imagination,1,0.0,neutral
imagination preview,1,0.0,neutral
preview life,1,0.0,neutral
life coming,1,0.0,neutral
coming attractions,1,0.0,neutral
attractions albert,1,0.0,neutral
albert einstein,1,0.0,neutral
einstein n,1,0.0,neutral
wearamask f,1,0.0,neutral
n getvaccinated,1,0.0,neutral
getvaccinated f,1,0.0,neutral
blogalert n,1,0.0,neutral
nglobal value,1,0.0,neutral
value chains,1,0.0,neutral
chains gvcs,1,0.0,neutral
gvcs undergo,1,0.0,neutral
undergo drastic,1,0.0,neutral
drastic transformation,1,0.0,neutral
transformation post,1,0.0,neutral
world n,1,0.0,neutral
n nhere,1,0.0,neutral
fight ag,1,0.0,neutral
students leaving,1,0.0,neutral
leaving residential,1,0.0,neutral
residential schools,1,0.0,neutral
schools hostels,1,0.0,neutral
hostels homes,1,0.0,neutral
homes mandatorily,1,0.0,neutral
mandatorily screened,1,0.0,neutral
screened rt,1,0.0,neutral
rt pcr,1,0.0,neutral
naayug multi,1,0.0,neutral
looming threat,1,0.0,neutral
threat pandemic,1,0.0,neutral
pandemic million,1,0.0,neutral
million children,1,0.0,neutral
children globally,1,0.0,neutral
globally missed,1,0.0,neutral
missed routine,1,0.0,neutral
routine immunisation,1,0.0,neutral
cif design,1,0.0,neutral
design life,1,0.0,neutral
life plan,1,0.0,neutral
plan chances,1,0.0,neutral
chances fall,1,0.0,neutral
fall someone,1,0.0,neutral
someone plan,1,0.0,neutral
plan guess,1,0.0,neutral
posrate level,1,0.0,neutral
level n,1,0.0,neutral
leader always,1,0.0,neutral
always leader,1,0.0,neutral
leader nnot,1,0.0,neutral
nnot depends,1,0.0,neutral
depends situation,1,0.0,neutral
situation worst,1,-1.0,negative
worst best,1,0.0,neutral
best n,1,1.0,positive
narendramodi n,1,0.0,neutral
n coronavaccine,1,0.0,neutral
e mple,1,0.0,neutral
mple donkey,1,0.0,neutral
donkey n,1,0.0,neutral
coming ne,1,0.0,neutral
ne edition,1,0.0,neutral
edition asianjournalofmedicalsciences,1,0.0,neutral
asianjournalofmedicalsciences mendeley,1,0.0,neutral
mendeley plum,1,0.0,neutral
plum etrics,1,0.0,neutral
etrics doaj,1,0.0,neutral
doaj ebsco,1,0.0,neutral
ebsco cabi,1,0.0,neutral
cabi research,1,0.0,neutral
former union,1,0.0,neutral
minister slammed,1,0.0,neutral
slammed asking,1,0.0,neutral
asking party,1,0.0,neutral
party waited,1,0.0,neutral
waited till,1,0.0,neutral
till prime,1,0.0,neutral
covid climateaction,1,0.0,neutral
climateaction twt,1,0.0,neutral
twt learn,1,0.0,neutral
learn agenda,1,0.0,neutral
agenda busiest,1,0.0,neutral
busiest week,1,0.0,neutral
week diplomati,1,0.0,neutral
kerala reopen,1,0.0,neutral
classes th,1,0.0,neutral
th th,1,0.0,neutral
th nov,1,0.0,neutral
nov details,1,0.0,neutral
details n,1,0.0,neutral
covidvaccine headline,1,0.0,neutral
headline management,1,0.0,neutral
management pr,1,0.0,neutral
pr forte,1,0.0,neutral
forte modi,1,0.0,neutral
modi govt,1,0.0,neutral
govt nevent,1,0.0,neutral
nevent management,1,0.0,neutral
nvasavi ho,1,0.0,neutral
nbecause took,1,0.0,neutral
took bribe,1,0.0,neutral
bribe us,1,0.0,neutral
us government,1,0.0,neutral
government promote,1,0.0,neutral
promote unethically,1,0.0,neutral
unethically proven,1,0.0,neutral
proven vaccines,1,0.0,neutral
oh forgotten,1,0.0,neutral
forgotten incidents,1,0.0,neutral
incidents f,1,0.0,neutral
classroom teaching,1,0.0,neutral
teaching ug,1,0.0,neutral
ug students,1,0.0,neutral
students odisha,1,0.0,neutral
odisha start,1,0.0,neutral
start sept,1,0.0,neutral
n odisha,1,0.0,neutral
odisha odishanews,1,0.0,neutral
odishanews covid,1,0.0,neutral
covid odishagovernment,1,0.0,neutral
cancer surgery,1,0.0,neutral
surgery fighting,1,0.0,neutral
fighting covid,1,0.0,neutral
africa faces,1,0.0,neutral
faces million,1,0.0,neutral
vaccine shortfall,1,0.0,neutral
shortfall year,1,0.0,neutral
year hw,1,0.0,neutral
hw english,1,0.0,neutral
english covid,1,0.0,neutral
vaccine e,1,0.0,neutral
e ortban,1,0.0,neutral
nfees nessential,1,0.0,neutral
uk working,1,0.0,neutral
working together,1,0.0,neutral
together tackle,1,0.0,neutral
tackle global,1,0.0,neutral
global challenges,1,0.0,neutral
challenges covid,1,0.0,neutral
covid regional,1,0.0,neutral
regional security,1,0.0,neutral
security prosperity,1,0.0,neutral
ppl power,1,0.0,neutral
power authority,1,0.0,neutral
authority want,1,0.0,neutral
want wear,1,0.0,neutral
mask try,1,0.0,neutral
try justify,1,0.0,neutral
justify giving,1,0.0,neutral
giving illogical,1,0.0,neutral
illogical reasons,1,0.0,neutral
speaker removed,1,0.0,neutral
removed mask,1,0.0,neutral
mask video,1,0.0,neutral
video recording,1,0.0,neutral
recording ensure,1,0.0,neutral
ensure voice,1,0.0,neutral
voice clarity,1,0.0,neutral
clarity passenger,1,0.0,neutral
passenger safety,1,0.0,neutral
safety especiall,1,0.0,neutral
breakingnews n,1,0.0,neutral
n nanother,1,0.0,neutral
milestone added,1,0.0,neutral
added india,1,0.0,neutral
foolish fda,1,0.0,neutral
fda n,1,0.0,neutral
n nounethicalvaccine,1,0.0,neutral
nounethicalvaccine n,1,0.0,neutral
delhi hc,1,0.0,neutral
hc asks,1,0.0,neutral
asks govt,1,0.0,neutral
govt take,1,0.0,neutral
take decision,1,0.0,neutral
decision service,1,0.0,neutral
service hookah,1,0.0,neutral
hookah restaurants,1,0.0,neutral
restaurants restaurants,1,0.0,neutral
restaurants bars,1,0.0,neutral
bars covid,1,0.0,neutral
covid delhihc,1,0.0,neutral
rcog respond,1,0.0,neutral
respond reports,1,0.0,neutral
reports women,1,0.0,neutral
women periods,1,0.0,neutral
periods affected,1,0.0,neutral
affected covid,1,0.0,neutral
beijing winter,1,0.0,neutral
winter olympics,1,0.0,neutral
olympics rigorous,1,0.0,neutral
rigorous covid,1,0.0,neutral
covid measures,1,0.0,neutral
measures says,1,0.0,neutral
says ioc,1,0.0,neutral
ioc n,1,0.0,neutral
hypoglycemia low,1,0.0,neutral
glucose ailment,1,0.0,neutral
ailment results,1,0.0,neutral
results low,1,0.0,neutral
glucose seriousness,1,0.0,neutral
seriousness manifestations,1,0.0,neutral
manifestations hypo,1,0.0,neutral
hesitancy vaccinated,1,0.0,neutral
greenhouse effect,1,0.0,neutral
effect greenhouse,1,0.0,neutral
greenhouse disambiguation,1,0.0,neutral
disambiguation greenhouse,1,0.0,neutral
greenhouse gases,1,0.0,neutral
gases allow,1,0.0,neutral
allow sunlight,1,0.0,neutral
sunlight pass,1,0.0,neutral
pass health,1,0.0,neutral
health healthcare,1,0.0,neutral
announces women,1,0.0,neutral
women e,1,0.0,neutral
lusive covid,1,0.0,neutral
drive sep,1,0.0,neutral
addressed american,1,0.0,neutral
american tamil,1,0.0,neutral
tamil medical,1,0.0,neutral
medical association,1,0.0,neutral
association atma,1,0.0,neutral
atma th,1,0.0,neutral
th biannual,1,0.0,neutral
biannual convention,1,0.0,neutral
convention virtual,1,0.0,neutral
virtual highlighted,1,0.0,neutral
highlighted need,1,0.0,neutral
covid relief,1,0.0,neutral
relief fund,1,0.0,neutral
fund sells,1,0.0,neutral
sells donations,1,0.0,neutral
donations sent,1,0.0,neutral
sent ethereum,1,0.0,neutral
ethereum founder,1,0.0,neutral
founder vitalikbuterin,1,0.0,neutral
vitalikbuterin n,1,0.0,neutral
n shibainu,1,0.0,neutral
shibainu shi,1,0.0,neutral
travel villages,1,0.0,neutral
villages please,1,0.0,neutral
please find,1,0.0,neutral
find vaccinationdrive,1,0.0,neutral
covid whether,1,0.0,neutral
whether villa,1,0.0,neutral
f ist,1,0.0,neutral
ist dose,1,0.0,neutral
dose n,1,0.0,neutral
f iind,1,0.0,neutral
iind dose,1,0.0,neutral
n hospital,1,0.0,neutral
hospital hospitalplaylist,1,0.0,neutral
vaccinations world,1,0.0,neutral
record well,1,0.0,neutral
n ji,1,0.0,neutral
ji congratulatio,1,0.0,neutral
emotional moment,1,0.0,neutral
moment pmmodi,1,0.0,neutral
pmmodi record,1,0.0,neutral
doses birthday,1,0.0,neutral
things save,1,0.0,neutral
save beaches,1,0.0,neutral
beaches living,1,0.0,neutral
living beings,1,0.0,neutral
beings n,1,0.0,neutral
n beaches,1,0.0,neutral
beaches rushikondabeach,1,0.0,neutral
rushikondabeach plastic,1,0.0,neutral
numbers karnataka,1,0.0,neutral
karnataka n,1,0.0,neutral
cases state,1,0.0,neutral
state n,1,0.0,neutral
cases lore,1,0.0,neutral
lore n,1,0.0,neutral
n epositivity,1,0.0,neutral
epositivity rate,1,0.0,neutral
rate n,1,0.0,neutral
n edischarg,1,0.0,neutral
rascals waiting,1,0.0,neutral
waiting rd,1,0.0,neutral
wave let,1,0.0,neutral
let keep,1,0.0,neutral
keep fingers,1,0.0,neutral
fingers crossed,1,0.0,neutral
crossed f,1,0.0,neutral
e nthere,1,0.0,neutral
nthere may,1,0.0,neutral
may rd,1,0.0,neutral
districts reporting,1,0.0,neutral
reporting covid,1,0.0,neutral
covid test,1,0.0,neutral
rate districts,1,0.0,neutral
districts tpr,1,0.0,neutral
tpr india,1,0.0,neutral
hour n,1,0.0,neutral
saturdaythoughts weekendread,1,0.0,neutral
weekendread covid,1,0.0,neutral
covid businessadvice,1,0.0,neutral
government employees,1,0.0,neutral
employees bus,1,0.0,neutral
bus drivers,1,0.0,neutral
drivers conductors,1,0.0,neutral
conductors station,1,0.0,neutral
station masters,1,0.0,neutral
masters amp,1,0.0,neutral
amp ticket,1,0.0,neutral
ticket checking,1,0.0,neutral
checking teams,1,0.0,neutral
teams wear,1,0.0,neutral
masks de,1,0.0,neutral
diary farmer,1,0.0,neutral
farmer n,1,0.0,neutral
n veil,1,0.0,neutral
veil uncertainty,1,0.0,neutral
uncertainty n,1,0.0,neutral
n nsome,1,0.0,neutral
nsome frozen,1,0.0,neutral
frozen frames,1,0.0,neutral
frames hold,1,0.0,neutral
hold rule,1,0.0,neutral
rule minds,1,0.0,neutral
minds actions,1,0.0,neutral
actions yes,1,0.0,neutral
yes realized,1,0.0,neutral
today vaccination,1,0.0,neutral
drive ni,1,0.0,neutral
ni msme,1,0.0,neutral
msme hyderabad,1,0.0,neutral
hyderabad campus,1,0.0,neutral
campus vaccinationday,1,0.0,neutral
vaccinationday nimsme,1,0.0,neutral
